School Code,School Name,School Type,Town,Zip,Grade,District Name,District Code,9_Enrollment,10_Enrollment,11_Enrollment,12_Enrollment,SP_Enrollment,TOTAL_Enrollment,First Language Not English,% First Language Not English,English Language Learner,% English Language Learner,Students With Disabilities,% Students With Disabilities,High Needs,% High Needs,Economically Disadvantaged,% Economically Disadvantaged,% African American,% Asian,% Hispanic,% White,% Native American,"% Native Hawaiian, Pacific Islander","% Multi-Race, Non-Hispanic",% Males,% Females,Total # of Classes,Average Class Size,Number of Students,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,Average In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Average Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% GED,% Dropped Out,% Permanently Excluded,High School Graduates (#),Attending Coll./Univ. (#),% Attending College,% Private Two-Year,% Private Four-Year,% Public Two-Year,% Public Four-Year,% MA Community College,% MA State University,% UMass,SAT_Tests Taken,MCAS_10thGrade_Math_SGP,MCAS_10thGrade_Math_Incl. in SGP(#),MCAS_10thGrade_English_SGP,MCAS_10thGrade_English_Incl. in SGP(#),School Accountability Percentile (1-99),Progress and Performance Index (PPI) - All Students,Charter School,Public School
180510,Avon Middle High School,Public School,Avon,2322,"07,08,09,10,11,12",Avon,180000,53,49,48,45,4,319,23.0,7.2,7.0,2.2,52.0,16.3,111.0,34.8,76.0,23.8,37.3,5.6,4.7,48.3,0.6,0.0,3.4,48.3,51.4,218.0,13.3,320.0,4367245.0,67547.0,65.0,10237116.28,728.8,14046.54,10583378.28,740.9,14284.49,48.0,83.3,8.3,2.1,0.0,6.3,0.0,41.0,36.0,87.8,0.0,19.4,30.6,50.0,30.6,22.2,27.8,33.0,56.0,35.0,71.0,35.0,29.0,60.0,0,1
200505,Barnstable High,Public School,Hyannis,2601,"08,09,10,11,12",Barnstable,200000,380,372,393,334,10,1866,203.0,10.9,116.0,6.2,227.0,12.2,680.0,36.4,475.0,25.5,8.4,2.8,11.5,72.2,0.9,0.4,3.7,48.7,51.3,700.0,15.3,1837.0,29148135.0,78757.0,370.0,72770120.43,4866.8,14952.35,83705428.29,5575.6,15012.81,397.0,84.6,5.0,2.3,0.5,7.6,0.0,339.0,256.0,75.5,0.0,31.3,34.8,34.0,34.4,10.2,12.5,261.0,51.0,299.0,58.0,296.0,43.0,62.0,0,1
230505,Bedford High,Public School,Bedford,1730,"PK,09,10,11,12",Bedford,230000,226,206,220,206,0,888,85.0,9.6,9.0,1.0,142.0,16.0,202.0,22.7,69.0,7.8,7.8,11.4,6.4,68.7,0.0,0.6,5.2,50.6,49.4,593.0,12.3,893.0,17509953.0,79410.0,221.0,39583898.54,2521.6,15697.93,46616267.25,2613.1,17839.45,209.0,95.2,2.9,0.0,0.5,1.4,0.0,224.0,205.0,91.5,0.0,42.4,17.6,40.0,15.1,6.3,13.2,171.0,59.5,184.0,58.0,183.0,87.0,80.0,0,1
240505,Belchertown High,Public School,Belchertown,1007,"09,10,11,12",Belchertown,240000,179,185,175,167,4,710,17.0,2.4,1.0,0.1,85.0,12.0,157.0,22.1,96.0,13.5,2.0,2.0,4.1,90.3,0.1,0.1,1.4,50.3,49.7,419.0,14.0,707.0,10785380.0,63183.0,171.0,28806737.23,2349.1,12262.88,31648711.82,2513.4,12591.99,179.0,91.6,2.8,0.0,3.4,2.2,0.0,169.0,152.0,89.9,0.0,42.8,23.7,33.6,23.0,9.9,11.8,114.0,67.0,157.0,71.0,157.0,84.0,95.0,0,1
250505,Bellingham High School,Public School,Bellingham,2019,"08,09,10,11,12",Bellingham,250000,149,142,122,141,0,739,22.0,3.0,8.0,1.1,143.0,19.4,234.0,31.7,115.0,15.6,1.8,3.1,5.3,88.4,0.3,0.0,1.2,54.5,45.5,343.0,18.3,748.0,11671237.0,71691.0,163.0,30331546.0,2359.9,12852.89,33532419.0,2536.4,13220.48,158.0,94.3,3.2,0.6,1.3,0.6,0.0,174.0,122.0,70.1,0.0,29.5,18.0,52.5,13.1,29.5,15.6,106.0,52.0,108.0,43.0,107.0,64.0,82.0,0,1
250510,Keough Memorial Academy,Public School,Bellingham,2019,"07,08,09,10,11,12",Bellingham,250000,10,10,8,3,0,34,0.0,0.0,0.0,0.0,25.0,73.5,29.0,85.3,15.0,44.1,0.0,0.0,11.8,85.3,0.0,0.0,2.9,64.7,32.4,36.0,8.6,40.0,11671237.0,71691.0,163.0,30331546.0,2359.9,12852.89,33532419.0,2536.4,13220.48,13.0,23.1,15.4,15.4,0.0,46.2,0.0,5.0,143.08797653958945,74.4982404692082,0.15249266862170088,32.550439882697944,32.0633431085044,35.23870967741935,30.900293255131963,12.958944281524927,13.473607038123166,140.24858757062148,50.57507507507508,167.36857142857144,50.83483483483484,166.0625,51.50445103857567,75.01474926253687,0,1
260505,Belmont High,Public School,Belmont,2478,"09,10,11,12",Belmont,260000,330,312,332,290,0,1264,209.0,16.5,26.0,2.1,72.0,5.7,181.0,14.3,82.0,6.5,4.6,16.8,3.5,69.9,0.0,0.1,5.2,46.9,53.1,459.0,19.2,1249.0,21190927.0,85241.0,249.0,49380142.96,4224.4,11689.27,56228501.75,4315.8,13028.52,312.0,97.8,0.3,0.0,1.3,0.6,0.0,275.0,237.0,86.2,0.0,66.7,4.6,28.7,3.8,3.4,12.2,286.0,63.5,286.0,60.0,283.0,93.0,93.0,0,1
300505,Beverly High,Public School,Beverly,1915,"09,10,11,12",Beverly,300000,310,301,333,332,9,1285,53.0,4.1,26.0,2.0,227.0,17.7,452.0,35.2,306.0,23.8,3.0,2.7,10.8,81.2,0.0,0.2,2.2,49.8,50.2,607.0,18.9,1285.0,21856518.0,71078.0,308.0,54772903.12,4481.9,12220.91,61663547.12,4675.6,13188.37,347.0,90.8,4.9,0.3,0.9,3.2,0.0,316.0,242.0,76.6,0.4,28.9,25.2,45.5,24.0,16.1,12.4,241.0,45.0,270.0,42.0,272.0,39.0,68.0,0,1
310505,Billerica Memorial High School,Public School,Billerica,1821,"PK,09,10,11,12",Billerica,310000,360,274,310,280,8,1376,94.0,6.8,17.0,1.2,205.0,14.9,367.0,26.7,209.0,15.2,2.3,6.4,4.6,84.3,0.1,0.3,2.0,49.9,50.1,559.0,17.7,1388.0,28755591.0,74345.0,387.0,74898453.0,5082.0,14737.99,83776392.0,5427.7,15434.97,314.0,92.4,1.9,0.0,2.2,3.5,0.0,334.0,255.0,76.3,0.0,26.3,22.4,51.4,22.4,13.7,22.4,239.0,52.0,269.0,42.0,269.0,47.0,69.0,0,1
350541,Another Course To College,Public School,Hyde Park,2136,"09,10,11,12",Boston,350000,49,55,62,57,0,223,107.0,48.0,38.0,17.0,49.0,22.0,163.0,73.1,137.0,61.4,43.0,5.8,39.9,7.2,0.4,0.4,3.1,49.3,50.7,101.0,16.8,239.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,52.0,96.2,1.9,0.0,0.0,1.9,0.0,43.0,35.0,81.4,0.0,42.9,25.7,31.4,25.7,11.4,17.1,47.0,50.5,50.0,58.5,52.0,27.0,69.0,0,1
350546,Boston Arts Academy,Public School,Boston,2215,"09,10,11,12",Boston,350000,132,125,94,96,0,447,160.0,35.8,20.0,4.5,60.0,13.4,247.0,55.3,195.0,43.6,40.5,4.5,39.4,12.5,0.0,0.0,3.1,36.2,63.8,249.0,14.6,433.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,98.0,89.8,6.1,0.0,1.0,3.1,0.0,81.0,63.0,77.8,1.6,46.0,19.0,33.3,19.0,12.7,9.5,99.0,23.0,74.0,36.5,76.0,21.0,78.0,0,1
350755,Boston Collaborative High School,Public School,Roslindale,2131,"07,08,09,10,11,12",Boston,350000,4,27,62,91,1,193,76.0,39.4,30.0,15.5,34.0,17.6,149.0,77.2,128.0,66.3,43.0,1.0,39.4,14.5,1.0,0.0,1.0,51.8,48.2,15.0,31.1,259.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,84.0,47.6,47.6,0.0,0.0,4.8,0.0,175.62191780821917,143.08797653958945,74.4982404692082,0.15249266862170088,32.550439882697944,32.0633431085044,35.23870967741935,30.900293255131963,12.958944281524927,13.473607038123166,2.0,50.57507507507508,167.36857142857144,50.83483483483484,1.0,51.50445103857567,75.01474926253687,0,1
350558,Boston Community Leadership Academy,Public School,Hyde Park,2136,"09,10,11,12",Boston,350000,123,132,120,121,4,500,305.0,61.0,123.0,24.6,110.0,22.0,386.0,77.2,280.0,56.0,36.0,4.8,51.2,5.8,0.4,0.0,1.8,51.2,48.8,226.0,16.5,502.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,122.0,89.3,5.7,0.0,1.6,3.3,0.0,109.0,89.0,81.7,0.0,36.0,37.1,27.0,36.0,12.4,13.5,105.0,69.0,99.0,46.5,96.0,23.0,70.0,0,1
350507,Boston International High School,Public School,Dorchester,2124,"09,10,11,12",Boston,350000,158,83,69,68,0,378,378.0,100.0,301.0,79.6,16.0,4.2,376.0,99.5,228.0,60.3,47.4,3.4,45.5,1.9,0.0,0.8,1.1,51.9,48.1,168.0,15.3,518.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,72.0,55.6,23.6,2.8,0.0,18.1,0.0,53.0,40.0,75.5,0.0,42.5,17.5,40.0,17.5,17.5,22.5,68.0,50.57507507507508,14.0,50.83483483483484,14.0,51.50445103857567,95.0,0,1
350560,Boston Latin,Public School,Boston,2115,"07,08,09,10,11,12",Boston,350000,424,407,420,379,0,2403,785.0,32.7,78.0,3.2,50.0,2.1,499.0,20.8,377.0,15.7,8.0,29.0,12.1,46.9,0.1,0.0,3.8,45.1,54.9,790.0,25.8,2429.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,416.0,98.1,1.7,0.0,0.0,0.2,0.0,356.0,335.0,94.1,0.0,59.7,1.5,38.8,1.5,2.7,28.1,407.0,65.0,400.0,61.0,403.0,96.0,97.0,0,1
350545,Boston Latin Academy,Public School,Dorchester,2121,"07,08,09,10,11,12",Boston,350000,303,293,303,268,0,1698,706.0,41.6,31.0,1.8,50.0,2.9,622.0,36.6,538.0,31.7,22.7,21.9,22.6,29.3,0.4,0.2,2.9,41.9,58.1,680.0,17.9,1690.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,256.0,96.9,2.0,0.0,0.4,0.8,0.0,264.0,243.0,92.0,0.0,43.2,7.4,49.4,7.4,9.1,37.9,259.0,63.0,284.0,38.0,285.0,91.0,92.0,0,1
350505,Brighton High,Public School,Brighton,2135,"09,10,11,12",Boston,350000,203,189,213,192,14,811,481.0,59.3,337.0,41.6,193.0,23.8,699.0,86.2,495.0,61.0,44.3,3.1,45.7,5.4,0.4,0.1,1.0,60.3,39.7,321.0,17.8,958.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,258.0,62.0,15.1,0.0,3.5,19.4,0.0,198.0,131.0,66.2,0.8,17.6,48.9,32.8,47.3,9.2,22.1,127.0,37.0,115.0,41.0,115.0,2.0,48.0,0,1
350036,Carter Developmental Center,Public School,Boston,2118,"07,08,09,10,11,12",Boston,350000,2,5,3,9,6,29,16.0,55.2,9.0,31.0,29.0,100.0,29.0,100.0,22.0,75.9,51.7,13.8,17.2,13.8,0.0,3.4,0.0,62.1,37.9,1.0,27.0,27.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,193.04054054054055,83.4718918918919,7.069459459459459,1.207297297297297,1.1256756756756756,7.082702702702703,0.042702702702702704,175.62191780821917,143.08797653958945,74.4982404692082,0.15249266862170088,32.550439882697944,32.0633431085044,35.23870967741935,30.900293255131963,12.958944281524927,13.473607038123166,140.24858757062148,50.57507507507508,167.36857142857144,50.83483483483484,166.0625,51.50445103857567,75.01474926253687,0,1
350515,Charlestown High,Public School,Charlestown,2129,"09,10,11,12",Boston,350000,259,188,225,195,43,910,563.0,61.9,378.0,41.5,230.0,25.3,795.0,87.4,572.0,62.9,33.1,17.0,43.5,5.2,0.1,0.0,1.1,60.1,39.9,451.0,15.2,952.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,217.0,53.9,22.1,2.8,1.4,19.8,0.0,139.0,91.0,65.5,0.0,33.0,35.2,31.9,34.1,7.7,20.9,121.0,51.5,122.0,42.0,124.0,9.0,65.0,0,1
350518,Community Academy,Public School,Jamaica Plain,2130,"09,10,11,12",Boston,350000,2,13,16,13,0,44,7.0,15.9,4.0,9.1,8.0,18.2,33.0,75.0,32.0,72.7,68.2,0.0,25.0,2.3,0.0,0.0,4.5,88.6,11.4,51.0,7.6,76.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,29.0,20.7,20.7,0.0,6.9,51.7,0.0,13.0,143.08797653958945,74.4982404692082,0.15249266862170088,32.550439882697944,32.0633431085044,35.23870967741935,30.900293255131963,12.958944281524927,13.473607038123166,140.24858757062148,50.57507507507508,167.36857142857144,50.83483483483484,166.0625,51.50445103857567,75.01474926253687,0,1
350581,Community Academy of Science and Health,Public School,Dorchester,2122,"09,10,11,12",Boston,350000,87,76,116,63,23,365,167.0,45.8,113.0,31.0,132.0,36.2,316.0,86.6,244.0,66.8,69.6,3.3,23.3,2.2,0.0,0.0,1.6,54.0,46.0,172.0,16.6,442.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,111.0,75.7,18.9,0.9,0.9,3.6,0.0,74.0,39.0,52.7,0.0,10.3,69.2,20.5,66.7,2.6,15.4,82.0,39.0,40.0,29.0,39.0,6.0,52.0,0,1
350074,Dearborn,Public School,Dorchester,2121,"06,07,08,09,10,11,12",Boston,350000,48,39,40,19,0,309,201.0,65.0,149.0,48.2,40.0,12.9,264.0,85.4,190.0,61.5,67.3,0.3,26.5,1.6,0.6,0.0,3.6,55.0,45.0,177.0,13.9,277.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,193.04054054054055,83.4718918918919,7.069459459459459,1.207297297297297,1.1256756756756756,7.082702702702703,0.042702702702702704,175.62191780821917,143.08797653958945,74.4982404692082,0.15249266862170088,32.550439882697944,32.0633431085044,35.23870967741935,30.900293255131963,12.958944281524927,13.473607038123166,140.24858757062148,38.5,40.0,62.0,41.0,25.0,77.0,0,1
350651,Dorchester Academy,Public School,Dorchester,2125,"09,10,11,12",Boston,350000,40,18,12,29,0,99,33.0,33.3,8.0,8.1,34.0,34.3,77.0,77.8,72.0,72.7,61.6,1.0,32.3,4.0,0.0,0.0,1.0,45.5,54.5,115.0,10.7,124.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,61.0,16.4,41.0,0.0,4.9,37.7,0.0,57.0,32.0,56.1,0.0,25.0,50.0,25.0,50.0,9.4,12.5,10.0,50.57507507507508,167.36857142857144,50.83483483483484,166.0625,51.50445103857567,75.01474926253687,0,1
350426,Dr. William Henderson Upper,Public School,Dorchester,2124,"03,04,05,06,07,08,09,10,11,12",Boston,350000,67,60,45,30,5,505,127.0,25.1,58.0,11.5,215.0,42.6,406.0,80.4,276.0,54.7,43.2,6.7,25.7,21.6,0.2,0.2,2.4,54.7,45.3,211.0,17.1,413.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,34.0,55.9,26.5,0.0,2.9,14.7,0.0,175.62191780821917,143.08797653958945,74.4982404692082,0.15249266862170088,32.550439882697944,32.0633431085044,35.23870967741935,30.900293255131963,12.958944281524927,13.473607038123166,18.0,25.0,29.0,34.0,30.0,15.0,74.0,0,1
350530,East Boston High,Public School,East Boston,2128,"09,10,11,12",Boston,350000,365,393,368,354,16,1496,1147.0,76.7,649.0,43.4,230.0,15.4,1200.0,80.2,688.0,46.0,6.9,1.3,77.7,12.8,0.6,0.0,0.8,56.7,43.3,460.0,17.7,1588.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,331.0,67.7,17.8,0.3,1.2,12.7,0.3,254.0,143.0,56.3,0.0,26.6,46.2,27.3,44.1,11.2,15.4,170.0,45.5,212.0,53.0,209.0,6.0,66.0,0,1
350522,Excel High School,Public School,South Boston,2127,"09,10,11,12",Boston,350000,134,120,160,110,1,525,283.0,53.9,156.0,29.7,144.0,27.4,443.0,84.4,339.0,64.6,37.7,21.9,28.8,9.7,0.4,0.4,1.1,61.9,38.1,247.0,17.0,587.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,166.0,66.3,13.3,0.0,1.8,18.7,0.0,126.0,90.0,71.4,0.0,16.7,55.6,27.8,53.3,4.4,23.3,88.0,41.0,76.0,38.0,71.0,3.0,54.0,0,1
350540,Fenway High School,Public School,Roxbury,2120,"09,10,11,12",Boston,350000,107,96,76,81,0,360,183.0,50.8,72.0,20.0,71.0,19.7,241.0,66.9,174.0,48.3,33.9,3.6,55.3,5.3,0.0,0.3,1.7,47.2,52.8,107.0,21.9,342.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,73.0,87.7,6.8,0.0,1.4,4.1,0.0,77.0,58.0,75.3,1.7,37.9,17.2,43.1,15.5,17.2,20.7,69.0,29.5,68.0,46.0,69.0,37.0,75.0,0,1
350543,Greater Egleston Community High School,Public School,Roxbury,2119,"10,11,12",Boston,350000,2,18,41,163,1,225,124.0,55.1,54.0,24.0,29.0,12.9,169.0,75.1,135.0,60.0,30.7,0.0,61.8,4.9,0.9,0.0,1.8,53.8,46.2,67.0,15.3,267.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,96.0,27.1,61.5,1.0,2.1,8.3,0.0,33.0,17.0,51.5,0.0,29.4,52.9,17.6,52.9,0.0,17.6,12.0,50.57507507507508,167.36857142857144,50.83483483483484,166.0625,51.50445103857567,75.01474926253687,0,1
350750,Horace Mann School for the Deaf,Public School,Allston,2134,"PK,K,01,02,04,05,06,07,08,09,10,11,12",Boston,350000,10,10,6,7,2,90,54.0,60.0,40.0,44.4,88.0,97.8,90.0,100.0,66.0,73.3,37.8,6.7,41.1,11.1,0.0,0.0,3.3,61.1,38.9,119.0,5.8,106.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,193.04054054054055,83.4718918918919,7.069459459459459,1.207297297297297,1.1256756756756756,7.082702702702703,0.042702702702702704,1.0,143.08797653958945,74.4982404692082,0.15249266862170088,32.550439882697944,32.0633431085044,35.23870967741935,30.900293255131963,12.958944281524927,13.473607038123166,140.24858757062148,50.57507507507508,167.36857142857144,50.83483483483484,166.0625,17.0,42.0,0,1
350525,Jeremiah E Burke High,Public School,Dorchester,2121,"09,10,11,12",Boston,350000,100,109,136,143,1,489,243.0,49.7,168.0,34.4,59.0,12.1,404.0,82.6,299.0,61.1,72.8,0.6,22.5,3.3,0.0,0.0,0.8,51.9,48.1,184.0,18.2,554.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,169.0,74.0,9.5,0.0,1.2,15.4,0.0,136.0,62.0,45.6,0.0,22.6,58.1,19.4,54.8,6.5,11.3,86.0,57.0,68.0,32.0,67.0,11.0,89.0,0,1
350655,Lyon Upper 9-12,Public School,Brighton,2135,"09,10,11,12",Boston,350000,30,33,35,27,1,126,43.0,34.1,12.0,9.5,52.0,41.3,99.0,78.6,62.0,49.2,24.6,6.3,34.1,30.2,0.0,0.0,4.8,50.0,50.0,80.0,11.9,124.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,34.0,88.2,8.8,0.0,0.0,2.9,0.0,28.0,21.0,75.0,0.0,42.9,23.8,33.3,23.8,0.0,33.3,29.0,16.0,27.0,31.5,28.0,7.0,57.0,0,1
350537,Madison Park High,Public School,Roxbury,2120,"09,10,11,12",Boston,350000,222,234,150,212,23,841,480.0,57.1,283.0,33.7,293.0,34.8,739.0,87.9,573.0,68.1,39.2,0.8,53.9,2.5,0.5,0.1,3.0,56.5,43.5,450.0,11.7,839.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,254.0,59.1,18.5,0.4,1.6,20.5,0.0,208.0,97.0,46.6,1.0,26.8,55.7,16.5,55.7,2.1,14.4,60.0,28.0,118.0,35.5,120.0,1.0,54.0,0,1
350549,Margarita Muniz Academy,Public School,Boston,2130,"09,10,11,12",Boston,350000,71,74,79,60,0,284,240.0,84.5,144.0,50.7,32.0,11.3,245.0,86.3,183.0,64.4,4.2,0.0,93.3,1.4,0.0,0.0,1.1,40.1,59.9,129.0,17.5,288.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,80.0,76.3,20.0,0.0,1.3,2.5,0.0,175.62191780821917,143.08797653958945,74.4982404692082,0.15249266862170088,32.550439882697944,32.0633431085044,35.23870967741935,30.900293255131963,12.958944281524927,13.473607038123166,57.0,47.0,56.0,63.5,56.0,51.50445103857567,75.01474926253687,0,1
350542,New Mission High School,Public School,Hyde Park,2136,"09,10,11,12",Boston,350000,79,76,81,84,0,320,104.0,32.5,19.0,5.9,52.0,16.3,195.0,60.9,170.0,53.1,65.0,0.3,31.6,1.3,0.6,0.0,1.3,50.9,49.1,163.0,16.5,316.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,78.0,98.7,0.0,0.0,1.3,0.0,0.0,57.0,51.0,89.5,0.0,58.8,15.7,25.5,15.7,11.8,11.8,79.0,59.0,69.0,62.0,68.0,64.0,91.0,0,1
350575,O'Bryant School Math/Science,Public School,Roxbury,2120,"07,08,09,10,11,12",Boston,350000,276,302,286,265,0,1437,762.0,53.0,51.0,3.5,50.0,3.5,747.0,52.0,643.0,44.7,32.8,22.5,30.8,11.1,0.4,0.1,2.2,44.3,55.7,392.0,22.3,1423.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,251.0,95.6,2.4,0.0,0.4,1.6,0.0,253.0,224.0,88.5,0.0,39.3,14.3,46.4,14.3,9.4,34.4,240.0,48.0,286.0,51.0,290.0,87.0,86.0,0,1
350565,Quincy Upper School,Public School,Boston,2116,"06,07,08,09,10,11,12",Boston,350000,63,56,44,55,8,506,345.0,68.2,82.0,16.2,86.0,17.0,388.0,76.7,322.0,63.6,21.3,51.0,20.4,4.3,0.2,0.2,2.6,55.1,44.9,186.0,24.7,499.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,53.0,86.8,11.3,0.0,1.9,0.0,0.0,55.0,42.0,76.4,0.0,28.6,21.4,50.0,21.4,9.5,38.1,47.0,46.0,36.0,50.5,36.0,26.0,53.0,0,1
350690,Snowden International School at Copley,Public School,Boston,2116,"09,10,11,12",Boston,350000,148,125,92,74,0,439,231.0,52.6,83.0,18.9,90.0,20.5,332.0,75.6,275.0,62.6,35.3,6.6,49.7,5.2,0.5,0.7,2.1,47.4,52.6,151.0,17.7,371.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,82.0,70.7,13.4,0.0,0.0,15.9,0.0,65.0,49.0,75.4,2.0,16.3,49.0,32.7,46.9,14.3,16.3,63.0,58.0,61.0,44.5,62.0,10.0,65.0,0,1
350657,TechBoston Academy,Public School,Dorchester,2124,"06,07,08,09,10,11,12",Boston,350000,159,162,134,130,1,972,441.0,45.4,221.0,22.7,215.0,22.1,794.0,81.7,647.0,66.6,65.9,3.8,24.2,2.9,0.4,0.2,2.6,55.5,44.5,548.0,17.3,992.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,134.0,84.3,9.7,0.0,0.7,5.2,0.0,118.0,84.0,71.2,0.0,28.6,46.4,25.0,45.2,9.5,15.5,114.0,50.5,122.0,54.0,123.0,19.0,68.0,0,1
350535,The English High,Public School,Jamaica Plain,2130,"09,10,11,12",Boston,350000,165,107,136,129,16,553,300.0,54.2,209.0,37.8,109.0,19.7,457.0,82.6,361.0,65.3,41.6,1.6,53.9,2.0,0.4,0.0,0.5,55.7,44.3,215.0,15.1,572.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,138.0,58.7,10.9,0.7,1.4,28.3,0.0,93.0,53.0,57.0,1.9,15.1,56.6,26.4,52.8,11.3,13.2,66.0,68.0,64.0,63.0,59.0,18.0,73.0,0,1
350579,Urban Science Academy,Public School,West Roxbury,2132,"09,10,11,12",Boston,350000,113,99,87,131,2,432,161.0,37.3,55.0,12.7,113.0,26.2,299.0,69.2,238.0,55.1,50.9,1.4,36.3,8.3,0.2,0.0,2.8,60.0,40.0,310.0,15.3,552.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,120.0,70.0,17.5,0.0,0.8,11.7,0.0,88.0,50.0,56.8,0.0,26.0,54.0,20.0,52.0,8.0,10.0,60.0,41.0,68.0,30.5,66.0,5.0,45.0,0,1
350658,West Roxbury Academy,Public School,West Roxbury,2132,"09,10,11,12",Boston,350000,101,130,140,116,9,496,254.0,51.2,131.0,26.4,106.0,21.4,393.0,79.2,295.0,59.5,47.4,2.0,37.7,10.5,0.6,0.2,1.6,53.4,46.6,243.0,18.0,574.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,163.0,73.6,13.5,0.0,0.6,12.3,0.0,124.0,78.0,62.9,1.3,19.2,50.0,29.5,46.2,12.8,16.7,94.0,50.0,70.0,36.5,72.0,4.0,67.0,0,1
350363,William McKinley,Public School,Boston,2116,"K,01,02,03,04,05,06,07,08,09,10,11,12",Boston,350000,62,41,42,41,17,337,94.0,27.9,73.0,21.7,324.0,96.1,336.0,99.7,251.0,74.5,47.8,0.9,37.4,10.4,0.3,0.0,3.3,72.4,27.6,512.0,6.7,389.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,51.0,29.4,47.1,0.0,2.0,21.6,0.0,28.0,6.0,21.4,0.0,0.0,100.0,0.0,100.0,0.0,0.0,140.24858757062148,50.57507507507508,16.0,50.83483483483484,14.0,5.0,47.0,0,1
360505,Bourne High School,Public School,Bourne,2532,"09,10,11,12",Bourne,360000,125,105,108,94,4,436,5.0,1.1,1.0,0.2,73.0,16.7,142.0,32.6,108.0,24.8,1.6,2.1,4.4,87.6,0.0,0.2,4.1,50.5,49.5,262.0,16.4,481.0,11200019.0,74419.0,151.0,29212618.23,1999.9,14607.04,33090991.49,2210.6,14969.24,149.0,91.9,4.7,0.7,0.0,2.7,0.0,113.0,77.0,68.1,0.0,26.0,48.1,26.0,48.1,15.6,5.2,104.0,57.0,81.0,46.0,83.0,48.0,70.0,0,1
