School Code,School Name,School Type,Town,Zip,Grade,District Name,District Code,5_Enrollment,6_Enrollment,7_Enrollment,8_Enrollment,SP_Enrollment,TOTAL_Enrollment,First Language Not English,% First Language Not English,English Language Learner,% English Language Learner,Students With Disabilities,% Students With Disabilities,High Needs,% High Needs,Economically Disadvantaged,% Economically Disadvantaged,% African American,% Asian,% Hispanic,% White,% Native American,"% Native Hawaiian, Pacific Islander","% Multi-Race, Non-Hispanic",% Males,% Females,Total # of Classes,Average Class Size,Number of Students,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,Average In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Average Expenditures per Pupil,School Accountability Percentile (1-99),Progress and Performance Index (PPI) - All Students,Charter School,Public School,PPI_met
7120315,Monomoy Regional Middle School,Public School,Chatham,2633,"05,06,07",Monomoy Regional School District,7120000,149,142,135,0,0,426,38.0,8.9,13.0,3.1,83.0,19.5,179.0,42.0,104.0,24.4,4.5,0.9,8.5,80.3,0.7,0.5,4.7,47.9,52.1,315.0,15.2,445.0,12611687.0,71252.0,177.0,31820778.43,1918.4,16587.14,35002202.79,2190.4,15979.82,59.0,65.0,0,1,0
1910310,Granite Valley Middle,Public School,Monson,1057,"05,06,07,08",Monson,1910000,67,56,98,92,0,313,10.0,3.2,2.0,0.6,49.0,15.7,99.0,31.6,70.0,22.4,1.0,0.6,1.6,93.6,0.3,1.3,1.6,49.2,50.8,266.0,16.0,342.0,5079387.0,60397.0,84.0,14672020.0,1085.6,13515.13,15930113.0,1141.5,13955.42,41.0,72.0,0,1,0
7150505,Mt Greylock Regional High,Public School,Williamstown,1267,"07,08,09,10,11,12",Mount Greylock,7150000,0,0,90,103,3,562,4.0,0.7,1.0,0.2,83.0,14.8,152.0,27.0,99.0,17.6,1.4,1.1,2.5,90.0,0.2,0.0,4.8,49.3,50.7,334.0,13.3,552.0,3850472.0,79391.0,49.0,9978512.31,540.6,18458.22,11343701.31,578.0,19625.78,87.0,78.0,0,1,1
1970010,Cyrus Peirce,Public School,Nantucket,2554,"06,07,08",Nantucket,1970000,0,120,103,105,0,328,80.0,24.4,37.0,11.3,41.0,12.5,120.0,36.6,57.0,17.4,11.9,1.2,23.2,57.9,0.0,0.3,5.5,49.4,50.6,203.0,15.9,334.0,11098510.0,84528.0,131.0,30805349.79,1525.0,20200.23,31848454.59,1535.9,20736.02,34.0,56.0,0,1,0
7200305,Narragansett Middle,Public School,Baldwinville,1436,"05,06,07,08",Narragansett,7200000,105,99,111,106,0,421,1.0,0.2,0.0,0.0,73.0,17.3,158.0,37.5,112.0,26.6,1.0,0.2,5.2,90.5,0.0,0.2,2.9,52.0,48.0,161.0,19.5,415.0,6695952.0,63710.0,105.0,16829166.0,1343.9,12522.63,19257524.0,1516.7,12696.99,57.0,64.0,0,1,0
7250310,Hale,Public School,Stow,1775,"06,07,08",Nashoba,7250000,0,86,114,87,0,287,10.0,3.5,4.0,1.4,35.0,12.2,47.0,16.4,11.0,3.8,1.4,4.2,2.4,91.6,0.0,0.0,0.3,52.3,47.7,145.0,19.8,288.0,18919145.0,71458.0,265.0,47909135.19,3449.3,13889.52,51433284.95,3605.8,14264.04,95.0,100.0,0,1,1
7250305,Luther Burbank Middle School,Public School,Lancaster,1523,"06,07,08",Nashoba,7250000,0,78,75,94,0,247,11.0,4.5,3.0,1.2,50.0,20.2,64.0,25.9,20.0,8.1,3.2,2.4,4.0,87.4,0.0,0.8,2.0,53.8,46.2,132.0,17.7,247.0,18919145.0,71458.0,265.0,47909135.19,3449.3,13889.52,51433284.95,3605.8,14264.04,89.0,99.0,0,1,1
1980305,J F Kennedy Middle School,Public School,Natick,1760,"05,06,07,08",Natick,1980000,162,164,155,168,0,649,70.0,10.8,20.0,3.1,77.0,11.9,127.0,19.6,52.0,8.0,1.8,9.7,3.2,80.7,0.2,0.0,4.3,48.2,51.8,331.0,21.5,677.0,25883083.0,68893.0,376.0,69190439.0,5339.4,12958.47,77524672.0,5520.1,14044.07,80.0,82.0,0,1,1
1980310,Wilson Middle,Public School,Natick,1760,"05,06,07,08",Natick,1980000,252,236,225,234,0,947,42.0,4.4,2.0,0.2,173.0,18.3,238.0,25.1,101.0,10.7,3.3,5.6,6.1,78.2,0.1,0.1,6.5,49.9,50.1,418.0,22.6,936.0,25883083.0,68893.0,376.0,69190439.0,5339.4,12958.47,77524672.0,5520.1,14044.07,84.0,72.0,0,1,0
6600305,Nauset Regional Middle,Public School,Orleans,2653,"06,07,08",Nauset,6600000,0,159,183,193,0,535,8.0,1.5,3.0,0.6,103.0,19.3,196.0,36.6,116.0,21.7,3.6,1.9,3.7,88.0,0.4,0.2,2.2,50.5,49.5,412.0,16.9,546.0,10900076.0,80325.0,136.0,26732670.0,1515.6,17638.34,30310280.0,1653.9,18326.55,81.0,62.0,0,1,0
1990405,Pollard Middle,Public School,Needham,2492,"07,08",Needham,1990000,0,0,445,431,0,876,80.0,9.1,8.0,0.9,162.0,18.5,195.0,22.3,46.0,5.3,1.9,8.7,3.9,80.5,0.2,0.0,4.8,48.7,51.3,622.0,18.4,847.0,33367115.0,87555.0,381.0,83361034.89,5534.6,15061.8,89453467.82,5625.9,15900.29,95.0,100.0,0,1,1
2010405,Keith Middle School,Public School,New Bedford,2740,"06,07,08",New Bedford,2010000,0,296,296,293,0,885,291.0,32.9,177.0,20.0,182.0,20.6,648.0,73.2,530.0,59.9,14.9,1.1,36.9,40.2,0.6,0.3,5.9,51.3,48.7,384.0,22.1,876.0,62241552.0,73320.0,849.0,162843598.0,12564.2,12960.92,178411852.0,13572.9,13144.71,8.0,51.0,0,1,0
2010410,Normandin Middle School,Public School,New Bedford,2745,"06,07,08",New Bedford,2010000,0,406,390,329,0,1125,351.0,31.2,225.0,20.0,199.0,17.7,778.0,69.2,631.0,56.1,7.3,1.1,33.0,53.1,0.6,0.2,4.8,53.1,46.9,504.0,17.5,1138.0,62241552.0,73320.0,849.0,162843598.0,12564.2,12960.92,178411852.0,13572.9,13144.71,7.0,46.0,0,1,0
2010415,Roosevelt Middle School,Public School,New Bedford,2744,"06,07,08",New Bedford,2010000,0,254,271,267,0,792,315.0,39.8,172.0,21.7,209.0,26.4,631.0,79.7,523.0,66.0,15.0,0.5,39.9,38.3,0.4,0.1,5.8,51.8,48.2,365.0,20.5,771.0,62241552.0,73320.0,849.0,162843598.0,12564.2,12960.92,178411852.0,13572.9,13144.71,9.0,57.0,0,1,0
2010510,Trinity Day Academy,Public School,New Bedford,2740,"06,07,08,09,10,11,12",New Bedford,2010000,0,3,8,9,0,63,14.0,22.2,8.0,12.7,59.0,93.7,63.0,100.0,53.0,84.1,7.9,0.0,41.3,46.0,1.6,0.0,3.2,68.3,31.7,64.0,8.4,71.0,62241552.0,73320.0,849.0,162843598.0,12564.2,12960.92,178411852.0,13572.9,13144.71,52.002849002849004,67.6923076923077,0,1,0
2010515,Whaling City Junior/Senior High School,Public School,New Bedford,2740,"06,07,08,09,10,11,12",New Bedford,2010000,0,1,6,15,0,110,27.0,24.5,7.0,6.4,30.0,27.3,97.0,88.2,94.0,85.5,22.7,0.9,41.8,26.4,0.0,0.0,8.2,73.6,26.4,69.0,7.7,111.0,62241552.0,73320.0,849.0,162843598.0,12564.2,12960.92,178411852.0,13572.9,13144.71,52.002849002849004,67.6923076923077,0,1,0
2040305,Rupert A Nock Middle,Public School,Newburyport,1950,"06,07,08",Newburyport,2040000,0,188,163,191,0,542,13.0,2.4,3.0,0.6,78.0,14.4,109.0,20.1,42.0,7.7,0.4,1.5,1.5,94.6,0.0,0.0,2.0,53.9,46.1,322.0,19.2,520.0,14168338.0,78278.0,181.0,32063440.27,2340.1,13701.74,36564241.55,2581.3,14165.05,86.0,86.0,0,1,1
2070305,Bigelow Middle,Public School,Newton,2458,"06,07,08",Newton,2070000,0,178,184,163,0,525,133.0,25.3,29.0,5.5,115.0,21.9,186.0,35.4,61.0,11.6,5.9,15.0,9.7,61.9,0.8,0.2,6.5,48.8,51.2,315.0,18.6,521.0,80242396.0,75665.0,1061.0,214556729.0,12506.2,17156.03,229048527.0,12657.2,18096.3,87.0,79.0,0,1,1
2070310,Charles E Brown Middle,Public School,Newton Centre,2459,"06,07,08",Newton,2070000,0,241,281,252,0,774,199.0,25.7,17.0,2.2,170.0,22.0,234.0,30.2,49.0,6.3,3.9,21.1,6.1,62.8,0.1,0.0,6.1,54.4,45.6,456.0,20.7,785.0,80242396.0,75665.0,1061.0,214556729.0,12506.2,17156.03,229048527.0,12657.2,18096.3,93.0,100.0,0,1,1
2070315,F A Day Middle,Public School,Newtonville,2460,"06,07,08",Newton,2070000,0,309,316,294,0,919,158.0,17.2,32.0,3.5,168.0,18.3,267.0,29.1,86.0,9.4,6.5,13.6,7.9,64.6,0.2,0.0,7.1,53.9,46.1,570.0,19.7,947.0,80242396.0,75665.0,1061.0,214556729.0,12506.2,17156.03,229048527.0,12657.2,18096.3,94.0,93.0,0,1,1
2070320,Oak Hill Middle,Public School,Newton Centre,2459,"06,07,08",Newton,2070000,0,233,189,217,0,639,186.0,29.1,47.0,7.4,126.0,19.7,215.0,33.6,65.0,10.2,5.0,22.1,6.4,58.8,0.2,0.0,7.5,45.4,54.6,416.0,17.2,612.0,80242396.0,75665.0,1061.0,214556729.0,12506.2,17156.03,229048527.0,12657.2,18096.3,95.0,95.0,0,1,1
2110305,North Andover Middle,Public School,North Andover,1845,"06,07,08",North Andover,2110000,0,348,375,416,0,1139,80.0,7.0,11.0,1.0,164.0,14.4,276.0,24.2,142.0,12.5,3.0,7.4,8.6,78.8,0.2,0.2,1.8,52.1,47.9,658.0,24.6,1149.0,22697411.0,77466.0,293.0,51508125.0,4764.6,10810.59,58686871.0,4868.3,12054.9,81.0,70.0,0,1,0
2120305,North Attleborough Middle,Public School,North Attleborough,2760,"06,07,08",North Attleborough,2120000,0,342,372,359,0,1073,59.0,5.5,25.0,2.3,155.0,14.4,282.0,26.3,145.0,13.5,2.2,6.0,4.2,84.1,0.3,0.1,3.2,52.5,47.5,544.0,20.3,1151.0,20924567.0,72079.0,290.0,49054819.38,4557.4,10763.77,52964675.28,4710.0,11245.15,74.0,54.0,0,1,0
2150505,North Brookfield High,Public School,North Brookfield,1535,"07,08,09,10,11,12",North Brookfield,2150000,0,0,53,31,0,230,5.0,2.2,0.0,0.0,28.0,12.2,92.0,40.0,79.0,34.3,1.3,0.9,5.7,89.6,0.0,0.0,2.6,43.9,56.1,132.0,13.0,230.0,3182071.0,71668.0,44.0,8033517.1,570.2,14088.95,9398864.82,703.9,13352.56,30.0,55.0,0,1,0
7350030,Hawthorne Brook,Public School,Townsend,1469,"05,06,07,08",North Middlesex,7350000,135,109,125,121,0,490,10.0,2.0,5.0,1.0,82.0,16.7,154.0,31.4,88.0,18.0,0.6,1.0,3.9,90.4,0.0,0.2,3.9,48.2,51.8,338.0,18.3,506.0,16559494.0,64610.0,256.0,42239129.55,3269.8,12917.96,48391624.55,3516.4,13761.7,52.0,51.0,0,1,0
7350310,Nissitissit Middle School,Public School,Pepperell,1463,"05,06,07,08",North Middlesex,7350000,130,125,122,149,0,526,4.0,0.8,0.0,0.0,115.0,21.9,156.0,29.7,65.0,12.4,1.1,1.7,3.6,90.5,0.2,0.0,2.9,54.0,46.0,272.0,20.5,546.0,16559494.0,64610.0,256.0,42239129.55,3269.8,12917.96,48391624.55,3516.4,13761.7,74.0,66.0,0,1,0
2170305,North Reading Middle,Public School,North Reading,1864,"06,07,08",North Reading,2170000,0,191,185,200,0,576,7.0,1.2,3.0,0.5,115.0,20.0,147.0,25.5,34.0,5.9,0.7,2.8,2.1,91.1,0.0,0.2,3.1,49.3,50.7,351.0,17.8,611.0,14444287.0,73771.0,196.0,34140230.68,2546.2,13408.31,36560937.39,2586.1,14137.48,74.0,67.0,0,1,0
2100410,John F Kennedy Middle School,Public School,Florence,1062,"06,07,08",Northampton,2100000,0,210,220,208,0,638,50.0,7.8,17.0,2.7,147.0,23.0,257.0,40.3,172.0,27.0,2.7,2.4,16.8,72.3,0.3,0.0,5.6,48.6,51.4,532.0,12.3,605.0,13058136.0,58980.0,221.0,36138824.0,2664.6,13562.57,41896329.0,2980.5,14056.81,45.0,58.0,0,1,0
2130305,Robert E. Melican Middle School,Public School,Northborough,1532,"06,07,08",Northborough,2130000,0,199,206,236,0,641,79.0,12.3,13.0,2.0,111.0,17.3,158.0,24.6,51.0,8.0,1.4,9.5,4.8,79.3,0.6,0.3,4.1,54.0,46.0,403.0,17.4,650.0,10974842.0,78504.0,140.0,25318892.43,1797.9,14082.48,27422201.54,1846.8,14848.5,81.0,68.0,0,1,0
2140305,Northbridge Middle,Public School,Whitinsville,1588,"05,06,07,08",Northbridge,2140000,182,185,208,191,0,766,16.0,2.1,10.0,1.3,135.0,17.6,267.0,34.9,193.0,25.2,0.5,1.0,5.7,89.0,0.0,0.3,3.4,53.8,46.2,353.0,22.6,783.0,11295828.0,68961.0,164.0,28488860.98,2410.6,11818.16,31856742.08,2561.4,12437.24,48.0,55.0,0,1,0
2180305,Norton Middle,Public School,Norton,2766,"06,07,08",Norton,2180000,0,191,196,209,0,596,6.0,1.0,2.0,0.3,106.0,17.8,158.0,26.5,76.0,12.8,1.7,1.8,2.0,91.9,0.0,0.2,2.3,50.5,49.5,476.0,16.3,615.0,12375604.0,65933.0,188.0,30966641.29,2551.7,12135.69,36671000.31,2774.2,13218.59,78.0,57.0,0,1,0
2190405,Norwell Middle School,Public School,Norwell,2061,"06,07,08",Norwell,2190000,0,177,168,174,0,519,9.0,1.7,0.0,0.0,84.0,16.2,96.0,18.5,18.0,3.5,1.0,2.1,1.5,94.0,0.0,0.2,1.2,45.1,54.9,445.0,19.4,543.0,12461880.0,76313.0,163.0,30359097.42,2234.8,13584.7,32569860.61,2269.3,14352.38,87.0,99.0,0,1,1
2200305,Dr. Philip O. Coakley Middle School,Public School,Norwood,2062,"06,07,08",Norwood,2200000,0,263,241,249,0,753,113.0,15.0,17.0,2.3,129.0,17.1,261.0,34.7,158.0,21.0,10.4,5.3,11.3,70.8,0.0,0.0,2.3,50.5,49.5,376.0,22.0,769.0,19841064.0,73187.0,271.0,49332375.18,3426.8,14396.05,54430718.51,3516.3,15479.54,65.0,71.0,0,1,0
7400405,Old Rochester Regional Jr High,Public School,Mattapoisett,2739,"07,08",Old Rochester,7400000,0,0,246,245,0,491,5.0,1.0,0.0,0.0,68.0,13.8,114.0,23.2,61.0,12.4,3.3,1.2,1.2,90.4,0.0,0.0,3.9,49.1,50.9,296.0,18.4,462.0,6985644.0,79836.0,88.0,17755505.0,1253.6,14163.61,17833924.0,1264.9,14099.08,57.0,57.0,0,1,0
2260405,Oxford Middle,Public School,Oxford,1540,"05,06,07",Oxford,2260000,147,140,137,0,0,424,7.0,1.7,1.0,0.2,69.0,16.3,177.0,41.7,135.0,31.8,2.4,1.4,9.7,81.8,0.2,0.5,4.0,49.8,50.2,220.0,23.8,587.0,8895375.0,65892.0,135.0,23724025.0,1839.3,12898.4,25766304.0,1963.0,13125.98,53.0,56.0,0,1,0
2270305,Converse Middle,Public School,Palmer,1069,"06,07",Palmer,2270000,0,129,119,0,0,248,4.0,1.6,2.0,0.8,48.0,19.4,125.0,50.4,102.0,41.1,2.8,0.4,8.9,83.5,0.0,0.0,4.4,58.1,41.9,174.0,15.4,379.0,7663615.0,67521.0,114.0,18731712.55,1425.5,13140.45,21655384.55,1533.7,14119.7,42.0,59.0,0,1,0
2290305,J Henry Higgins Middle,Public School,Peabody,1960,"06,07,08",Peabody,2290000,0,476,434,429,0,1339,116.0,8.7,74.0,5.5,246.0,18.4,553.0,41.3,365.0,27.3,3.4,1.6,14.0,78.9,0.0,0.0,2.2,52.2,47.8,731.0,19.5,1285.0,32973953.0,75438.0,437.0,74997126.0,5993.4,12513.29,83556463.0,6191.3,13495.79,34.0,58.0,0,1,0
2310305,Pembroke Community Middle School,Public School,Pembroke,2359,"07,08",Pembroke,2310000,0,0,256,248,0,504,3.0,0.6,1.0,0.2,68.0,13.5,121.0,24.0,62.0,12.3,0.8,1.2,1.2,95.8,0.0,0.0,1.0,49.6,50.4,293.0,19.5,496.0,14712685.0,75527.0,195.0,35108532.69,3201.2,10967.3,37867880.35,3302.2,11467.47,54.0,52.0,0,1,0
7450405,Pentucket Regional Middle,Public School,West Newbury,1985,"07,08",Pentucket,7450000,0,0,222,239,0,461,1.0,0.2,1.0,0.2,84.0,18.2,110.0,23.9,41.0,8.9,0.9,2.8,2.4,92.4,0.0,0.0,1.5,52.9,47.1,253.0,18.0,495.0,15551135.0,71532.0,217.0,35564620.01,2680.7,13266.92,38541574.29,2778.9,13869.36,51.0,59.0,0,1,0
7500505,Pioneer Valley Regional,Public School,Northfield,1360,"07,08,09,10,11,12",Pioneer Valley,7500000,0,0,72,94,0,409,2.0,0.5,0.0,0.0,52.0,12.7,107.0,26.2,68.0,16.6,2.0,1.0,1.7,92.9,0.2,0.0,2.2,48.7,51.3,386.0,13.0,423.0,4715049.0,53763.0,88.0,13518557.0,873.4,15478.08,14499317.0,942.4,15385.52,62.0,64.0,0,1,0
4790505,Pioneer Valley Performing Arts Charter Public School,Charter School,South Hadley,1075,"07,08,09,10,11,12",Pioneer Valley Performing Arts Charter Public (District),4790000,0,0,68,68,0,398,0.0,0.0,0.0,0.0,74.0,18.6,140.0,35.2,85.0,21.4,8.3,2.0,13.6,68.8,0.3,0.0,7.0,32.2,67.3,423.0,12.0,408.0,48713587.68313953,73165.58430232559,630.2994186046511,131190079.64128277,8385.18279883382,14205.905189504374,149048155.52772596,9304.580466472304,14722.748833819242,71.0,67.0,1,0,0
2360305,John T Reid Middle,Public School,Pittsfield,1201,"06,07,08",Pittsfield,2360000,0,182,194,179,0,555,44.0,7.9,20.0,3.6,143.0,25.8,360.0,64.9,294.0,53.0,11.9,0.7,12.6,64.7,0.2,0.2,9.7,49.0,51.0,345.0,15.9,545.0,31392932.0,64515.0,487.0,85450790.19,5781.5,14780.04,93439283.19,6462.0,14459.81,22.0,61.0,0,1,0
2360310,Theodore Herberg Middle,Public School,Pittsfield,1201,"06,07,08",Pittsfield,2360000,0,205,214,210,0,629,46.0,7.3,25.0,4.0,129.0,20.5,330.0,52.5,272.0,43.2,10.7,1.7,11.3,69.3,0.2,0.0,6.8,50.6,49.4,341.0,16.9,639.0,31392932.0,64515.0,487.0,85450790.19,5781.5,14780.04,93439283.19,6462.0,14459.81,23.0,59.0,0,1,0
2390405,Plymouth Commun Intermediate,Public School,Plymouth,2360,"06,07,08",Plymouth,2390000,0,325,328,344,0,997,30.0,3.0,9.0,0.9,224.0,22.5,401.0,40.2,268.0,26.9,2.4,1.7,3.6,87.4,0.0,0.0,4.9,54.3,45.7,589.0,19.3,1015.0,41136945.0,66619.0,618.0,111686604.63,7700.4,14504.0,125135832.3,8378.9,14934.64,38.0,49.0,0,1,0
2390305,Plymouth South Middle,Public School,Plymouth,2360,"05,06,07,08",Plymouth,2390000,118,232,238,249,0,837,7.0,0.8,0.0,0.0,164.0,19.6,259.0,30.9,157.0,18.8,0.7,0.7,2.2,93.0,0.2,0.0,3.2,51.9,48.1,447.0,21.2,850.0,41136945.0,66619.0,618.0,111686604.63,7700.4,14504.0,125135832.3,8378.9,14934.64,39.0,51.0,0,1,0
7530405,Quabbin Regional Middle School,Public School,Barre,1005,"07,08",Quabbin,7530000,0,0,208,216,0,424,2.0,0.5,0.0,0.0,88.0,20.8,161.0,38.0,104.0,24.5,0.2,0.5,4.5,91.5,0.0,0.0,3.3,49.3,50.7,145.0,22.0,424.0,12124118.0,72643.0,167.0,32595578.33,2445.2,13330.43,36340071.01,2603.7,13957.09,45.0,51.0,0,1,0
7780305,Quaboag Regional Middle Innovation School,Public School,Warren,1083,"07,08",Quaboag Regional,7780000,0,0,106,131,0,237,5.0,2.1,5.0,2.1,30.0,12.7,105.0,44.3,85.0,35.9,0.4,0.0,5.9,91.6,0.0,0.0,2.1,48.5,51.5,127.0,20.1,241.0,6343867.0,68731.0,92.0,16620375.0,1382.2,12024.58,17794713.0,1481.3,12012.9,52.002849002849004,67.6923076923077,0,1,0
2430305,Atlantic Middle,Public School,Quincy,2171,"06,07,08",Quincy,2430000,0,148,160,162,0,470,199.0,42.3,55.0,11.7,62.0,13.2,234.0,49.8,144.0,30.6,4.5,50.4,1.9,38.7,0.4,0.2,3.8,47.4,52.6,249.0,20.3,485.0,52801618.0,76182.0,693.0,132524270.15,9044.4,14652.63,148372694.7,9260.2,16022.62,69.0,85.0,0,1,1
2430310,Broad Meadows Middle,Public School,Quincy,2169,"06,07,08",Quincy,2430000,0,128,115,132,0,375,72.0,19.2,25.0,6.7,115.0,30.7,218.0,58.1,139.0,37.1,6.9,16.3,4.8,67.7,0.5,0.0,3.7,52.3,47.7,248.0,16.4,346.0,52801618.0,76182.0,693.0,132524270.15,9044.4,14652.63,148372694.7,9260.2,16022.62,29.0,54.0,0,1,0
2430315,Central Middle,Public School,Quincy,2170,"06,07,08",Quincy,2430000,0,211,207,221,0,639,203.0,31.8,34.0,5.3,69.0,10.8,233.0,36.5,158.0,24.7,2.8,41.5,2.8,49.9,0.0,0.5,2.5,52.9,47.1,380.0,21.0,663.0,52801618.0,76182.0,693.0,132524270.15,9044.4,14652.63,148372694.7,9260.2,16022.62,63.0,61.0,0,1,0
2430325,Point Webster Middle,Public School,Quincy,2169,"05,06,07,08",Quincy,2430000,78,91,86,80,0,335,112.0,33.4,27.0,8.1,47.0,14.0,195.0,58.2,148.0,44.2,10.7,36.4,8.4,40.6,0.3,0.6,3.0,55.8,44.2,250.0,15.9,342.0,52801618.0,76182.0,693.0,132524270.15,9044.4,14652.63,148372694.7,9260.2,16022.62,62.0,84.0,0,1,1
2430320,Reay E Sterling Middle,Public School,Quincy,2169,"05,06,07,08",Quincy,2430000,86,81,91,82,0,340,106.0,31.2,21.0,6.2,76.0,22.4,231.0,67.9,177.0,52.1,13.2,26.8,10.6,44.4,0.6,0.6,3.8,52.6,47.4,228.0,17.2,342.0,52801618.0,76182.0,693.0,132524270.15,9044.4,14652.63,148372694.7,9260.2,16022.62,35.0,64.0,0,1,0
7550505,Ralph C Mahar Regional,Public School,Orange,1364,"07,08,09,10,11,12",Ralph C Mahar,7550000,0,0,116,119,0,635,8.0,1.3,8.0,1.3,104.0,16.4,295.0,46.5,256.0,40.3,2.4,1.3,6.8,84.6,0.5,0.0,4.6,50.7,49.3,805.0,12.7,688.0,3905462.0,61118.0,64.0,11094585.0,811.2,13676.76,13511009.0,918.4,14711.46,24.0,61.0,0,1,0
2440410,Randolph Community Middle,Public School,Randolph,2368,"06,07,08",Randolph,2440000,0,189,216,205,0,610,230.0,37.7,58.0,9.5,131.0,21.5,375.0,61.5,265.0,43.4,47.9,16.4,14.4,15.9,0.3,0.2,4.9,51.5,48.5,448.0,18.7,694.0,17118687.0,66818.0,256.0,45113633.82,2967.0,15205.13,54863922.78,3418.1,16051.0,16.0,55.0,0,1,0
2460305,Arthur W Coolidge Middle,Public School,Reading,1867,"06,07,08",Reading,2460000,0,152,152,162,0,466,6.0,1.3,1.0,0.2,97.0,20.8,115.0,24.7,29.0,6.2,1.9,4.3,1.1,90.8,0.0,0.0,1.9,53.9,46.1,199.0,22.7,472.0,22076459.0,70262.0,314.0,51406217.0,4375.7,11748.11,55816801.0,4458.3,12519.75,78.0,75.0,0,1,1
2460310,Walter S Parker Middle,Public School,Reading,1867,"06,07,08",Reading,2460000,0,204,172,196,0,572,13.0,2.3,5.0,0.9,85.0,14.9,117.0,20.5,44.0,7.7,2.3,4.5,2.3,89.5,0.3,0.0,1.0,51.7,48.3,253.0,19.0,552.0,22076459.0,70262.0,314.0,51406217.0,4375.7,11748.11,55816801.0,4458.3,12519.75,85.0,83.0,0,1,1
2480057,Garfield Middle School,Public School,Revere,2151,"06,07,08",Revere,2480000,0,187,169,185,0,541,341.0,63.0,78.0,14.4,52.0,9.6,306.0,56.6,213.0,39.4,3.1,6.8,55.1,32.5,0.4,0.0,2.0,48.6,51.4,363.0,18.8,531.0,40425886.0,78788.0,513.0,91876780.4,6976.9,13168.71,103002322.4,7271.4,14165.4,41.0,70.0,0,1,0
2480014,Rumney Marsh Academy,Public School,Revere,2151,"06,07,08",Revere,2480000,0,205,188,200,0,593,302.0,50.9,14.0,2.4,122.0,20.6,323.0,54.5,250.0,42.2,4.4,4.9,41.3,45.7,1.0,0.2,2.5,54.8,45.2,299.0,19.5,568.0,40425886.0,78788.0,513.0,91876780.4,6976.9,13168.71,103002322.4,7271.4,14165.4,51.0,59.0,0,1,0
2480305,Susan B. Anthony Middle School,Public School,Revere,2151,"06,07,08",Revere,2480000,0,189,184,184,0,557,325.0,58.3,73.0,13.1,69.0,12.4,290.0,52.1,200.0,35.9,4.1,4.7,54.6,33.9,0.5,0.0,2.2,46.0,54.0,216.0,22.5,540.0,40425886.0,78788.0,513.0,91876780.4,6976.9,13168.71,103002322.4,7271.4,14165.4,34.0,87.0,0,1,1
4830305,Rising Tide Charter Public School,Charter School,Plymouth,2360,"05,06,07,08,09,10,11,12",Rising Tide Charter Public (District),4830000,90,89,89,90,0,665,3.0,0.5,0.0,0.0,96.0,14.4,141.0,21.2,59.0,8.9,1.1,3.0,2.1,89.6,0.5,0.0,3.8,48.1,51.9,234.0,18.1,635.0,48713587.68313953,73165.58430232559,630.2994186046511,131190079.64128277,8385.18279883382,14205.905189504374,149048155.52772596,9304.580466472304,14722.748833819242,95.0,90.0,1,0,1
2510305,John W Rogers Middle,Public School,Rockland,2370,"05,06,07,08",Rockland,2510000,159,172,170,179,0,680,56.0,8.2,17.0,2.5,133.0,19.6,298.0,43.8,209.0,30.7,5.0,1.2,10.1,79.1,0.0,0.0,4.6,51.3,48.7,390.0,20.7,745.0,10197001.0,71109.0,143.0,29401558.58,2260.5,13006.66,32446918.58,2394.8,13548.91,24.0,59.0,0,1,0
2520305,Rockport Middle,Public School,Rockport,1966,"06,07,08",Rockport,2520000,0,73,78,76,0,227,1.0,0.4,0.0,0.0,42.0,18.5,66.0,29.1,37.0,16.3,0.9,1.3,0.9,92.1,0.0,0.0,4.8,52.0,48.0,232.0,16.2,236.0,6270148.0,74556.0,84.0,14654716.0,956.7,15317.98,16253852.0,1007.8,16128.05,80.0,75.0,0,1,1
4840505,Roxbury Preparatory Charter School,Charter School,Roxbury,2120,"05,06,07,08,09,10",Roxbury Preparatory Charter (District),4840000,244,242,246,241,0,1306,462.0,35.4,293.0,22.4,202.0,15.5,909.0,69.6,732.0,56.0,56.4,0.8,40.7,0.7,0.1,0.2,1.1,50.0,50.0,325.28846153846155,18.370604395604396,582.0439560439561,48713587.68313953,73165.58430232559,630.2994186046511,131190079.64128277,8385.18279883382,14205.905189504374,149048155.52772596,9304.580466472304,14722.748833819242,58.0,94.0,1,0,1
2580305,Collins Middle,Public School,Salem,1970,"06,07,08",Salem,2580000,0,189,172,184,0,545,131.0,24.0,45.0,8.3,116.0,21.3,323.0,59.3,258.0,47.3,5.7,2.8,33.0,54.9,0.0,0.0,3.7,52.7,47.3,306.0,16.0,586.0,30744906.0,73185.0,420.0,72650973.56,4134.4,17572.31,84553103.56,5004.6,16895.08,29.0,63.0,0,1,0
4850485,Salem Academy Charter School,Charter School,Salem,1970,"06,07,08,09,10,11,12",Salem Academy Charter (District),4850000,0,72,72,72,0,442,78.0,17.6,45.0,10.2,0.0,0.0,159.0,36.0,141.0,31.9,8.8,5.4,36.7,47.3,0.0,0.0,1.8,45.5,54.5,227.0,18.0,429.0,48713587.68313953,73165.58430232559,630.2994186046511,131190079.64128277,8385.18279883382,14205.905189504374,149048155.52772596,9304.580466472304,14722.748833819242,75.0,72.0,1,0,0
